CID,SMILES,Activity_Binary
5095,CCCN(CCC)CCc1cccc2c1CC(=O)N2,0
56959,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,0
5092,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,0
9899402,COc1ccccc1N1CCNCC1,0
7172,CNCC(O)c1ccc(O)cc1,0
5335,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,0
5472495,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,0
131746,NC1CCN(c2cccc(Cl)n2)CC1,0
72124,C/N=C(\NC#N)Nc1ccc(C2=NNC(=O)CC2C)cc1,0
2083,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0
688272,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0
1548887,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,0
22475,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0
11647992,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,0
5387,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,0
5426,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0
5702214,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,0
1123,NCCS(=O)(=O)O,0
5505,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0
5946,CC[N+](CC)(CC)CC,0
5503,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,0
441334,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0
5610,NCCc1ccc(O)cc1,0
5282318,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0
5546,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0
10648,c1ccc2c(c1)CCCC2C1=NCCN1,0
5429,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0
44383,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,0
864,O=C(O)CCCCC1CCSS1,0
5702285,CC(C)(C)NCC(O)c1ccccc1Cl,0
62935,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0
2052,N#CC(C#N)=Cc1ccc(O)c(O)c1,0
1359,FC(F)(F)c1ccccc1-n1ccnc1,0
5578,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0
671690,CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2,0
5452,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,0
5405,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0
5593,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,0
167980,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0
2435,Brc1c(NC2=NCCN2)ccc2nccnc12,0
2998,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,0
5707,Cc1cccc(C)c1NC1=NCCCS1,0
5282386,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,0
5763,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,0
657298,CCCc1cc(=O)[nH]c(=S)[nH]1,0
5883,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,0
3440,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
4174,CC(C)(C(=O)c1cccnc1)c1cccnc1,0
3767,NNC(=O)c1ccncc1,0
9552079,N/C(=N/C(N)=N/CCCCCC/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1,0
4911,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0
5342,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0
6009,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0
1054,Cc1ncc(CO)c(CO)c1O,0
135398658,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,0
938,O=C(O)c1cccnc1,0
6048,c1ccc(CC2=NCCN2)cc1,0
60196261,NC(N)=NCCN1CCCCCCC1,0
2206,Cc1cc(=O)n(-c2ccccc2)n1C,0
4044,Cc1cccc(Nc2ccccc2C(=O)O)c1C,0
2148,Nc1ccc(C(=O)NCC(=O)O)cc1,0
6103,Nc1nc2cc(Cl)ccc2o1,0
4754,CCOc1ccc(NC(C)=O)cc1,0
6126,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,0
5333,Nc1ccc(S(N)(=O)=O)cc1,0
6234,NC1CONC1=O,0
3775,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,0
5340,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0
5775,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,0
4994,CCC1(CC)C(=O)C=CNC1=O,0
2955,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0
6634,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,0
5330,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0
3828,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,0
2151,Cc1c(N)c(=O)n(-c2ccccc2)n1C,0
4760,O=C1c2ccccc2C(=O)C1c1ccccc1,0
4806,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0
3025,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,0
4075,Nc1ccc(O)c(C(=O)O)c1,0
5280567,Cc1cc(=O)oc2cc(O)ccc12,0
2343,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,0
2337,CCOC(=O)c1ccc(N)cc1,0
1983,CC(=O)Nc1ccc(O)cc1,0
15723,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,0
5315,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0
5104,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0
8480,NC(=O)Nc1ccc([As](=O)(O)O)cc1,0
5323,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0
4621,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,0
5344,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0
5319,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,0
5325,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0
8569,COc1ccc(C(=O)c2ccccc2O)c(O)c1,0
66063,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,0
65464,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,0
3647,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0
67313,NCc1ccc(S(N)(=O)=O)cc1,0
5328,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0
5336,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0
2480,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,0
4114,COc1c2occc2cc2ccc(=O)oc12,0
67533,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0
9703,CNNCc1ccc(C(=O)NC(C)C)cc1,0
4173,Cc1ncc([N+](=O)[O-])n1CCO,0
1892,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,0
3371,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0
2761171,CCc1cc(C(N)=S)ccn1,0
11957635,c1ccc2cc(CC3=NCCN3)ccc2c1,0
11391,N=C(N)N1CCc2ccccc2C1,0
3739,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0
73957,CCCCOc1ccc(OCCCN2CCOCC2)cc1,0
5326,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0
3081,CC1(C)OC(=O)NC1=O,0
164739,CC(N)C(O)c1ccc(O)c(O)c1,0
2797,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,0
101925,CCCNC(C)(C)COC(=O)c1ccccc1,0
4165,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,0
14219,CN(C)C(=N)N=C(N)N,0
70912,CC(=O)NC(CC(C)C)C(=O)O,0
71611,CNC(C)(C)Cc1ccccc1,0
5332,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,0
15443,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,0
3366,Nc1[nH]c(=O)ncc1F,0
4487,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,0
5510,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,0
2466,CCCCOc1ccc(CC(=O)NO)cc1,0
17134,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,0
17275,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0
9883104,CCCCc1cc2ccccc2c(OCCN(C)C)n1,0
76621,N=C(N=C(N)N)N1CCOCC1,0
3055,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,0
3083802,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,0
6420038,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,0
441345,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,0
19529,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,0
19604,CCOC(=O)NNc1nncc2ccccc12,0
19675,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,0
2446,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,0
3332,O=C(O)Cc1ccc(-c2ccccc2)cc1,0
6419942,COc1c2c(cc3c1OCO3)CCN(C)C2,0
6420040,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,0
3418,O=C(O)c1ccccc1OP(=O)(O)O,0
80311,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,0
5094,Cn1c([N+](=O)[O-])cnc1COC(N)=O,0
2448,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,0
83201,COc1ccc(CN2CCNCC2)c(OC)c1OC,0
5702167,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,0
610479,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,0
5281069,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0
5531,CCN(CC)c1cc(C)nc2ncnn12,0
5037,Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C,0
3242,COc1cc(C)nc(-n2nc(C)cc2OC)n1,0
4893,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,0
5479,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0
4855,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,0
23681059,COc1ccc2cc(C(C)C(=O)O)ccc2c1,0
31072,CCOC(=O)n1ccn(C)c1=S,0
2320,C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,0
3059,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,0
3276,O=C(Cn1ccnc1[N+](=O)[O-])NCCO,0
4912,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
3463,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0
33254,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,0
33624,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,0
5362,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0
5284409,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,0
4030,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,0
34632,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,0
54677972,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,0
6420013,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,0
3335,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,0
39042,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0
3334,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,0
4831,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,0
1981,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0
5472,Clc1ccccc1CN1CCc2sccc2C1,0
4849,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,0
41781,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0
54677971,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,0
65492,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0
43231,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,0
3698,Nc1cc(-c2ccncc2)c[nH]c1=O,0
170344,CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,0
4539,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0
4594,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,0
3229,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0
4513,CN/C(=C/[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,0
54117,CC1C(NC(=O)/C(=N/OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0
6420010,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,0
55397,CCCN1CCCC2Cc3[nH]ncc3CC21,0
71771,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0
62999,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0
3476,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,0
517321,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,0
16051987,NCCc1ccn[nH]1,0
5281855,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,0
28693,CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21,0
8226,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0
34040,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,0
54704426,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,0
3840,O=c1cc(CO)occ1O,0
656743,COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3,0
72276,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,0
64740,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,0
47812,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,0
10531,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,0
6271,CCC(=O)c1ccc(O)cc1,0
3182,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0
941361,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,0
5443,O=C(O)c1ccccc1S,0
5258,O=C(O)CCCc1ccccc1,0
2153,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0
4977,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0
3969,CCCc1c(OCCCCc2nn[nH]n2)ccc(C(C)=O)c1O,0
6060,CC(=O)OCC[N+](C)(C)C,0
197066,CN(C)CCN(Cc1ccccc1)c1ccccn1,0
71188,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0
19004,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,0
3702,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0
4421,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0
207841,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,0
1547484,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0
2315,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0
657306,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0
443955,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,0
66061,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,0
3374,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,0
22162,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0
441307,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,0
4021,CC1=NN(c2ccccc2)C(=O)C1,0
8593,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,0
3169,OCC(O)CN1CCN(c2ccccc2)CC1,0
5324,NC(N)=NS(=O)(=O)c1ccc(N)cc1,0
5853,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0
4622,CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,0
